CHR	GENE_ID	GENE_NAME	SUBJECT_ID	tissue_num	data_pvalues	data_qvalues	data_lfdr	z_score	RME_effect	mosaic_category	is_significant
3	ENSG00000172046.18	USP19	GTEX-YFC4	34	0.419711951	0.871651539	1	-0.639307697	private_RME	Autosome	FALSE
19	ENSG00000130749.9	ZC3H4	GTEX-YFC4	33	0.419909164	0.871918964	1	-0.467272349	private_RME	Autosome	FALSE
10	ENSG00000171206.13	TRIM8	GTEX-YFC4	24	0.420119184	0.872212888	1	-0.663763184	private_RME	Autosome	FALSE
13	ENSG00000136152.14	COG3	GTEX-YFC4	34	0.420220175	0.8722804	1	-0.58144427	private_RME	Autosome	FALSE
1	ENSG00000248458.2	RP4-598P13.1	GTEX-YFC4	12	0.42062235	0.87254651	1	-0.718405298	private_RME	Autosome	FALSE
1	ENSG00000154305.16	MIA3	GTEX-YFC4	34	0.420456208	0.87254651	1	-0.047300684	private_RME	Autosome	FALSE
7	ENSG00000153790.11	C7orf31	GTEX-YFC4	26	0.420558034	0.87254651	1	-0.528675735	private_RME	Autosome	FALSE
16	ENSG00000182601.6	HS3ST4	GTEX-YFC4	10	0.420532936	0.87254651	1	-0.58415808	private_RME	Autosome	FALSE
6	ENSG00000204314.10	PRRT1	GTEX-YFC4	25	0.420890682	0.872804004	1	-0.768831199	private_RME	Autosome	FALSE
12	ENSG00000136021.18	SCYL2	GTEX-YFC4	34	0.42083909	0.872804004	1	-0.207843044	private_RME	Autosome	FALSE
19	ENSG00000130511.15	SSBP4	GTEX-YFC4	13	0.420952021	0.872804004	1	-0.452447817	private_RME	Autosome	FALSE
1	ENSG00000183431.11	SF3A3	GTEX-YFC4	34	0.421333568	0.873168752	1	0.796614009	private_RME	Autosome	FALSE
1	ENSG00000171385.9	KCND3	GTEX-YFC4	32	0.421293918	0.873168752	1	-0.078166917	private_RME	Autosome	FALSE
22	ENSG00000235091.1	WI2-85898F10.1	GTEX-YFC4	7	0.421248983	0.873168752	1	-0.763495714	private_RME	Autosome	FALSE
11	ENSG00000196954.13	CASP4	GTEX-YFC4	11	0.421656632	0.873696134	1	-0.37857857	private_RME	Autosome	FALSE
10	ENSG00000196793.13	ZNF239	GTEX-YFC4	29	0.421731617	0.873709395	1	-0.373600857	private_RME	Autosome	FALSE
1	ENSG00000229393.1	RP3-395M20.3	GTEX-YFC4	8	0.422202618	0.873974513	1	-0.866394357	never_RME	Autosome	FALSE
2	ENSG00000170500.12	LONRF2	GTEX-YFC4	31	0.422117797	0.873974513	1	0.801935636	private_RME	Autosome	FALSE
5	ENSG00000280159.1	CTD-2591A1.1	GTEX-YFC4	3	0.422102859	0.873974513	1	-0.866394357	never_RME	Autosome	FALSE
10	ENSG00000165813.18	CCDC186	GTEX-YFC4	14	0.422176053	0.873974513	1	-0.424907443	private_RME	Autosome	FALSE
11	ENSG00000167283.7	ATP5L	GTEX-YFC4	10	0.422116903	0.873974513	1	-0.229086635	private_RME	Autosome	FALSE
2	ENSG00000226791.6	AC109826.1	GTEX-YFC4	5	0.42257	0.874592889	1	-0.683463437	private_RME	Autosome	FALSE
5	ENSG00000112983.17	BRD8	GTEX-YFC4	33	0.422687208	0.874612783	1	-0.472695202	private_RME	Autosome	FALSE
12	ENSG00000174099.10	MSRB3	GTEX-YFC4	33	0.422716925	0.874612783	1	-0.689996684	private_RME	Autosome	FALSE
3	ENSG00000243069.7	ARHGEF26-AS1	GTEX-YFC4	23	0.422935136	0.874922167	1	0.703209809	private_RME	Autosome	FALSE
18	ENSG00000134759.13	ELP2	GTEX-YFC4	34	0.423004723	0.874924041	1	0.021884158	private_RME	Autosome	FALSE
10	ENSG00000138134.11	STAMBPL1	GTEX-YFC4	34	0.423214382	0.875008024	1	0.540766568	private_RME	Autosome	FALSE
21	ENSG00000142188.16	TMEM50B	GTEX-YFC4	34	0.423231459	0.875008024	1	2.632159493	frequent_RME	Autosome	FALSE
22	ENSG00000128284.19	APOL3	GTEX-YFC4	34	0.423251389	0.875008024	1	-0.118694176	private_RME	Autosome	FALSE
2	ENSG00000170340.10	B3GNT2	GTEX-YFC4	34	0.424386378	0.876699504	1	-0.223905271	private_RME	Autosome	FALSE
3	ENSG00000223552.1	RP11-24F11.2	GTEX-YFC4	5	0.424413678	0.876699504	1	-0.41101313	private_RME	Autosome	FALSE
4	ENSG00000005059.15	MCUB	GTEX-YFC4	32	0.424295412	0.876699504	1	-0.479011232	private_RME	Autosome	FALSE
19	ENSG00000105643.9	ARRDC2	GTEX-YFC4	9	0.424141446	0.876699504	1	1.102470393	common_RME	Autosome	FALSE
22	ENSG00000099940.11	SNAP29	GTEX-YFC4	33	0.424228336	0.876699504	1	-0.182992051	private_RME	Autosome	FALSE
19	ENSG00000167641.10	PPP1R14A	GTEX-YFC4	23	0.424517957	0.87677274	1	0.739828358	private_RME	Autosome	FALSE
6	ENSG00000230177.1	RP5-1112D6.4	GTEX-YFC4	20	0.42476289	0.877136401	1	-0.5371187	private_RME	Autosome	FALSE
19	ENSG00000263002.7	ZNF234	GTEX-YFC4	33	0.42493867	0.877357167	1	-0.519788403	private_RME	Autosome	FALSE
22	ENSG00000100106.19	TRIOBP	GTEX-YFC4	34	0.425113868	0.877576659	1	0.804077266	private_RME	Autosome	FALSE
9	ENSG00000147905.17	ZCCHC7	GTEX-YFC4	30	0.425695457	0.878634871	1	-0.320445082	private_RME	Autosome	FALSE
16	ENSG00000158486.13	DNAH3	GTEX-YFC4	11	0.425859359	0.878827428	1	-0.718957496	private_RME	Autosome	FALSE
20	ENSG00000100983.9	GSS	GTEX-YFC4	30	0.425926724	0.878827428	1	-0.555267752	private_RME	Autosome	FALSE
17	ENSG00000266074.8	BAHCC1	GTEX-YFC4	34	0.426257355	0.879367199	1	0.003390396	private_RME	Autosome	FALSE
15	ENSG00000103769.9	RAB11A	GTEX-YFC4	34	0.426731523	0.880202861	1	-0.479011232	private_RME	Autosome	FALSE
19	ENSG00000269656.1	GLTSCR2-AS1	GTEX-YFC4	29	0.427233113	0.881094807	1	-0.601205909	private_RME	Autosome	FALSE
1	ENSG00000198799.11	LRIG2	GTEX-YFC4	15	0.427465443	0.881431253	1	-0.42468311	private_RME	Autosome	FALSE
19	ENSG00000161558.10	TMEM143	GTEX-YFC4	34	0.428388004	0.883190611	1	-0.273104886	private_RME	Autosome	FALSE
1	ENSG00000186007.9	LEMD1	GTEX-YFC4	5	0.428569682	0.883422196	1	-0.103438568	private_RME	Autosome	FALSE
22	ENSG00000079974.17	RABL2B	GTEX-YFC4	13	0.428933518	0.884029135	1	-0.485898043	private_RME	Autosome	FALSE
19	ENSG00000189164.14	ZNF527	GTEX-YFC4	32	0.429457959	0.88496683	1	-0.619437615	private_RME	Autosome	FALSE
5	ENSG00000113194.12	FAF2	GTEX-YFC4	34	0.429563558	0.885041268	1	-0.465246349	private_RME	Autosome	FALSE
1	ENSG00000171729.13	TMEM51	GTEX-YFC4	23	0.430191613	0.88619194	1	1.114613658	common_RME	Autosome	FALSE
2	ENSG00000144182.16	LIPT1	GTEX-YFC4	3	0.430863746	0.887433025	1	-0.503055702	private_RME	Autosome	FALSE
3	ENSG00000070087.13	PFN2	GTEX-YFC4	30	0.431199241	0.887694791	1	-0.385429915	private_RME	Autosome	FALSE
15	ENSG00000171016.11	PYGO1	GTEX-YFC4	32	0.431269571	0.887694791	1	-0.511486464	private_RME	Autosome	FALSE
17	ENSG00000173826.14	KCNH6	GTEX-YFC4	8	0.431251376	0.887694791	1	-0.454799786	private_RME	Autosome	FALSE
21	ENSG00000157538.13	DSCR3	GTEX-YFC4	10	0.43124665	0.887694791	1	-0.568407338	private_RME	Autosome	FALSE
15	ENSG00000166716.9	ZNF592	GTEX-YFC4	34	0.431461045	0.887945437	1	-0.500532516	private_RME	Autosome	FALSE
10	ENSG00000236467.8	KCNMA1-AS1	GTEX-YFC4	16	0.431892654	0.88840312	1	-0.589109594	private_RME	Autosome	FALSE
11	ENSG00000177042.14	TMEM80	GTEX-YFC4	34	0.431753589	0.88840312	1	0.256716409	private_RME	Autosome	FALSE
12	ENSG00000139174.11	PRICKLE1	GTEX-YFC4	32	0.431858885	0.88840312	1	-0.093312381	private_RME	Autosome	FALSE
6	ENSG00000146416.17	AIG1	GTEX-YFC4	34	0.432391626	0.889285909	1	-0.394126483	private_RME	Autosome	FALSE
4	ENSG00000163694.14	RBM47	GTEX-YFC4	7	0.43267055	0.889582197	1	-0.38216545	private_RME	Autosome	FALSE
15	ENSG00000140451.12	PIF1	GTEX-YFC4	12	0.432675351	0.889582197	1	-0.619877823	private_RME	Autosome	FALSE
22	ENSG00000100075.9	SLC25A1	GTEX-YFC4	7	0.432829297	0.889755109	1	-0.126449061	private_RME	Autosome	FALSE
5	ENSG00000172239.13	PAIP1	GTEX-YFC4	33	0.433493705	0.890202247	1	-0.468611685	private_RME	Autosome	FALSE
6	ENSG00000204256.12	BRD2	GTEX-YFC4	34	0.43380193	0.890202247	1	-0.002232001	private_RME	Autosome	FALSE
15	ENSG00000166710.17	B2M	GTEX-YFC4	34	0.433329167	0.890202247	1	1.64237255	common_RME	Autosome	FALSE
15	ENSG00000137767.13	SQRDL	GTEX-YFC4	29	0.433795682	0.890202247	1	0.052514452	private_RME	Autosome	FALSE
16	ENSG00000116176.6	TPSG1	GTEX-YFC4	12	0.433229479	0.890202247	1	1.444867463	common_RME	Autosome	FALSE
16	ENSG00000261390.5	MAFTRR	GTEX-YFC4	8	0.433815492	0.890202247	1	-0.421973226	private_RME	Autosome	FALSE
17	ENSG00000186532.11	SMYD4	GTEX-YFC4	34	0.433771493	0.890202247	1	0.142450208	private_RME	Autosome	FALSE
19	ENSG00000099331.13	MYO9B	GTEX-YFC4	34	0.433609433	0.890202247	1	0.150673308	private_RME	Autosome	FALSE
19	ENSG00000105738.10	SIPA1L3	GTEX-YFC4	9	0.433441127	0.890202247	1	-0.194403221	private_RME	Autosome	FALSE
20	ENSG00000259723.1	RP5-823G15.5	GTEX-YFC4	27	0.433224918	0.890202247	1	-0.406939953	private_RME	Autosome	FALSE
21	ENSG00000160233.7	LRRC3	GTEX-YFC4	26	0.433456363	0.890202247	1	0.3276822	private_RME	Autosome	FALSE
6	ENSG00000146350.13	TBC1D32	GTEX-YFC4	14	0.434211806	0.890871992	1	-0.44522782	private_RME	Autosome	FALSE
16	ENSG00000103091.14	WDR59	GTEX-YFC4	34	0.434287141	0.890883074	1	-0.313412338	private_RME	Autosome	FALSE
3	ENSG00000271993.1	RP11-285J16.1	GTEX-YFC4	12	0.434523613	0.891224651	1	-0.726277056	private_RME	Autosome	FALSE
11	ENSG00000173039.18	RELA	GTEX-YFC4	33	0.435588164	0.893264265	1	-0.722448715	private_RME	Autosome	FALSE
2	ENSG00000068912.13	ERLEC1	GTEX-YFC4	12	0.436077768	0.894124367	1	-0.704786673	private_RME	Autosome	FALSE
17	ENSG00000141219.15	C17orf80	GTEX-YFC4	34	0.436264877	0.89436406	1	-0.293741041	private_RME	Autosome	FALSE
9	ENSG00000187742.14	SECISBP2	GTEX-YFC4	31	0.436368351	0.894432249	1	-0.519788403	private_RME	Autosome	FALSE
7	ENSG00000196295.11	AC005154.6	GTEX-YFC4	33	0.436606745	0.894776917	1	1.288312704	common_RME	Autosome	FALSE
2	ENSG00000144366.15	GULP1	GTEX-YFC4	11	0.437541821	0.896449302	1	-0.3088906	private_RME	Autosome	FALSE
3	ENSG00000206561.12	COLQ	GTEX-YFC4	22	0.437563526	0.896449302	1	0.592895484	private_RME	Autosome	FALSE
21	ENSG00000154654.14	NCAM2	GTEX-YFC4	22	0.437913434	0.897021906	1	-0.521186007	private_RME	Autosome	FALSE
16	ENSG00000183196.8	CHST6	GTEX-YFC4	18	0.438589228	0.898117372	1	-0.488880865	private_RME	Autosome	FALSE
19	ENSG00000188283.11	ZNF383	GTEX-YFC4	32	0.43858525	0.898117372	1	-0.552798494	private_RME	Autosome	FALSE
4	ENSG00000152784.15	PRDM8	GTEX-YFC4	30	0.438836078	0.898287922	1	-0.363043035	private_RME	Autosome	FALSE
5	ENSG00000152495.10	CAMK4	GTEX-YFC4	22	0.438868988	0.898287922	1	-0.37996441	private_RME	Autosome	FALSE
19	ENSG00000172081.13	MOB3A	GTEX-YFC4	34	0.438884059	0.898287922	1	-0.295201892	private_RME	Autosome	FALSE
11	ENSG00000166471.10	TMEM41B	GTEX-YFC4	34	0.439090407	0.898448908	1	-0.194403221	private_RME	Autosome	FALSE
13	ENSG00000123179.13	EBPL	GTEX-YFC4	12	0.439103768	0.898448908	1	-0.491862805	private_RME	Autosome	FALSE
7	ENSG00000106554.11	CHCHD3	GTEX-YFC4	21	0.439340359	0.898500053	1	0.044368097	private_RME	Autosome	FALSE
10	ENSG00000203780.10	FANK1	GTEX-YFC4	19	0.439261439	0.898500053	1	-0.551130431	private_RME	Autosome	FALSE
15	ENSG00000171763.18	SPATA5L1	GTEX-YFC4	34	0.439293515	0.898500053	1	-0.5371187	private_RME	Autosome	FALSE
6	ENSG00000214113.10	LYRM4	GTEX-YFC4	34	0.439645094	0.898834674	1	-0.298677708	private_RME	Autosome	FALSE
9	ENSG00000165716.10	FAM69B	GTEX-YFC4	33	0.439604792	0.898834674	1	0.456722436	private_RME	Autosome	FALSE
14	ENSG00000215277.8	RNF212B	GTEX-YFC4	8	0.439780151	0.898966519	1	-0.439994226	private_RME	Autosome	FALSE
19	ENSG00000099866.14	MADCAM1	GTEX-YFC4	23	0.440113612	0.899503819	1	-0.117331252	private_RME	Autosome	FALSE
1	ENSG00000037637.10	FBXO42	GTEX-YFC4	34	0.440596574	0.899769118	1	-0.349883523	private_RME	Autosome	FALSE
14	ENSG00000258891.1	RP5-1021I20.5	GTEX-YFC4	34	0.440468382	0.899769118	1	-0.281699266	private_RME	Autosome	FALSE
15	ENSG00000174446.12	SNAPC5	GTEX-YFC4	34	0.440442119	0.899769118	1	-0.389183261	private_RME	Autosome	FALSE
15	ENSG00000166949.15	SMAD3	GTEX-YFC4	31	0.440539919	0.899769118	1	1.287974251	common_RME	Autosome	FALSE
20	ENSG00000168734.13	PKIG	GTEX-YFC4	32	0.440516425	0.899769118	1	-0.439555543	private_RME	Autosome	FALSE
3	ENSG00000114416.17	FXR1	GTEX-YFC4	31	0.44156395	0.901402948	1	-0.43690437	private_RME	Autosome	FALSE
4	ENSG00000087269.15	NOP14	GTEX-YFC4	34	0.441543751	0.901402948	1	-0.308300024	private_RME	Autosome	FALSE
12	ENSG00000151067.21	CACNA1C	GTEX-YFC4	31	0.441608902	0.901402948	1	0.104850385	private_RME	Autosome	FALSE
1	ENSG00000135776.4	ABCB10	GTEX-YFC4	34	0.441736375	0.901501888	1	0.121432612	private_RME	Autosome	FALSE
2	ENSG00000143952.19	VPS54	GTEX-YFC4	21	0.441798908	0.901501888	1	-0.48248552	private_RME	Autosome	FALSE
11	ENSG00000178301.3	AQP11	GTEX-YFC4	30	0.442007215	0.90177768	1	-0.460438068	private_RME	Autosome	FALSE
19	ENSG00000198346.10	ZNF813	GTEX-YFC4	22	0.442075642	0.90177768	1	-0.456769138	private_RME	Autosome	FALSE
2	ENSG00000011566.14	MAP4K3	GTEX-YFC4	10	0.442250278	0.901809713	1	-0.108062542	private_RME	Autosome	FALSE
9	ENSG00000165072.9	MAMDC2	GTEX-YFC4	25	0.44230372	0.901809713	1	1.53140786	common_RME	Autosome	FALSE
9	ENSG00000165181.16	C9orf84	GTEX-YFC4	27	0.442185323	0.901809713	1	0.173423506	private_RME	Autosome	FALSE
12	ENSG00000166046.10	TCP11L2	GTEX-YFC4	27	0.442762906	0.902601482	1	-0.381746205	private_RME	Autosome	FALSE
8	ENSG00000182197.10	EXT1	GTEX-YFC4	27	0.443010971	0.902962681	1	-0.183452255	private_RME	Autosome	FALSE
9	ENSG00000119139.17	TJP2	GTEX-YFC4	34	0.4431959	0.9031951	1	2.274388828	frequent_RME	Autosome	FALSE
7	ENSG00000146909.7	NOM1	GTEX-YFC4	34	0.443494186	0.903658419	1	0.146761509	private_RME	Autosome	FALSE
11	ENSG00000255274.9	TMPRSS4-AS1	GTEX-YFC4	6	0.443854838	0.903815023	1	-0.737266649	private_RME	Autosome	FALSE
14	ENSG00000283071.1	RP11-736N17.11	GTEX-YFC4	5	0.443650977	0.903815023	1	-0.552798494	private_RME	Autosome	FALSE
16	ENSG00000125170.10	DOK4	GTEX-YFC4	32	0.443825609	0.903815023	1	-0.463199676	private_RME	Autosome	FALSE
19	ENSG00000042753.11	AP2S1	GTEX-YFC4	25	0.443746048	0.903815023	1	-0.229086635	private_RME	Autosome	FALSE
14	ENSG00000119703.13	ZC2HC1C	GTEX-YFC4	31	0.444174634	0.904321666	1	-0.673835494	private_RME	Autosome	FALSE
3	ENSG00000113805.8	CNTN3	GTEX-YFC4	19	0.444461561	0.904660796	1	-0.137562864	private_RME	Autosome	FALSE
22	ENSG00000130489.14	SCO2	GTEX-YFC4	33	0.444483234	0.904660796	1	0.0564164	private_RME	Autosome	FALSE
1	ENSG00000174021.10	GNG5	GTEX-YFC4	19	0.44500274	0.904883874	1	-0.293741041	private_RME	Autosome	FALSE
12	ENSG00000255920.1	CCND2-AS2	GTEX-YFC4	22	0.445090066	0.904883874	1	-0.257329559	private_RME	Autosome	FALSE
12	ENSG00000123104.11	ITPR2	GTEX-YFC4	34	0.444971163	0.904883874	1	0.337409118	private_RME	Autosome	FALSE
14	ENSG00000126775.8	ATG14	GTEX-YFC4	34	0.444795012	0.904883874	1	-0.247865499	private_RME	Autosome	FALSE
18	ENSG00000079134.11	THOC1	GTEX-YFC4	34	0.444982852	0.904883874	1	-0.377371105	private_RME	Autosome	FALSE
19	ENSG00000275183.1	LENG9	GTEX-YFC4	7	0.444916591	0.904883874	1	-0.50718455	private_RME	Autosome	FALSE
20	ENSG00000124193.14	SRSF6	GTEX-YFC4	34	0.445068014	0.904883874	1	-0.344371975	private_RME	Autosome	FALSE
12	ENSG00000139044.10	B4GALNT3	GTEX-YFC4	31	0.445161587	0.904884866	1	2.450752997	frequent_RME	Autosome	FALSE
3	ENSG00000114857.17	NKTR	GTEX-YFC4	34	0.445645385	0.905146135	1	0.288411263	private_RME	Autosome	FALSE
5	ENSG00000205279.8	CTXN3	GTEX-YFC4	8	0.445641239	0.905146135	1	0.693332437	private_RME	Autosome	FALSE
8	ENSG00000104331.8	IMPAD1	GTEX-YFC4	34	0.445387218	0.905146135	1	-0.461132011	private_RME	Autosome	FALSE
17	ENSG00000087191.12	PSMC5	GTEX-YFC4	34	0.445510173	0.905146135	1	-0.535279172	private_RME	Autosome	FALSE
19	ENSG00000280106.1	CTC-523E23.3	GTEX-YFC4	20	0.445634611	0.905146135	1	-0.648691444	private_RME	Autosome	FALSE
2	ENSG00000162951.10	LRRTM1	GTEX-YFC4	14	0.445829134	0.905271093	1	-0.519788403	private_RME	Autosome	FALSE
10	ENSG00000225302.2	RP11-539I5.1	GTEX-YFC4	22	0.445849033	0.905271093	1	-0.570890563	private_RME	Autosome	FALSE
2	ENSG00000235848.4	RMDN2-AS1	GTEX-YFC4	6	0.446253396	0.905947732	1	-0.070006723	private_RME	Autosome	FALSE
19	ENSG00000167635.11	ZNF146	GTEX-YFC4	34	0.446414609	0.906130609	1	-0.056411459	private_RME	Autosome	FALSE
14	ENSG00000129562.10	DAD1	GTEX-YFC4	34	0.446731318	0.906629003	1	0.575210507	private_RME	Autosome	FALSE
19	ENSG00000012061.15	ERCC1	GTEX-YFC4	34	0.447206341	0.907448483	1	-0.107694688	private_RME	Autosome	FALSE
2	ENSG00000171865.9	RNASEH1	GTEX-YFC4	33	0.447723633	0.908353458	1	-0.466169802	private_RME	Autosome	FALSE
9	ENSG00000107159.12	CA9	GTEX-YFC4	6	0.448687462	0.910117207	1	-0.291819386	private_RME	Autosome	FALSE
22	ENSG00000100201.20	DDX17	GTEX-YFC4	34	0.448735864	0.910117207	1	0.592421843	private_RME	Autosome	FALSE
12	ENSG00000110799.13	VWF	GTEX-YFC4	33	0.448872018	0.91024843	1	0.66455519	private_RME	Autosome	FALSE
7	ENSG00000164654.15	MIOS	GTEX-YFC4	34	0.449294592	0.910960339	1	-0.249002501	private_RME	Autosome	FALSE
3	ENSG00000261051.1	RP11-274H2.5	GTEX-YFC4	7	0.44944189	0.911113977	1	-0.748795908	private_RME	Autosome	FALSE
9	ENSG00000165023.6	DIRAS2	GTEX-YFC4	4	0.449569551	0.911227766	1	-0.500532516	private_RME	Autosome	FALSE
7	ENSG00000106588.10	PSMA2	GTEX-YFC4	19	0.449866061	0.911683702	1	-0.245119533	private_RME	Autosome	FALSE
1	ENSG00000130775.15	THEMIS2	GTEX-YFC4	13	0.450614259	0.913054724	1	0.352070627	private_RME	Autosome	FALSE
16	ENSG00000277639.2	RP11-467J12.4	GTEX-YFC4	9	0.450839065	0.913219724	1	-0.63613166	private_RME	Autosome	FALSE
21	ENSG00000160285.14	LSS	GTEX-YFC4	34	0.450790749	0.913219724	1	2.576032961	frequent_RME	Autosome	FALSE
5	ENSG00000164219.9	PGGT1B	GTEX-YFC4	34	0.45100717	0.913414998	1	-0.528675735	private_RME	Autosome	FALSE
22	ENSG00000100350.14	FOXRED2	GTEX-YFC4	32	0.451254777	0.913771198	1	-0.330364219	private_RME	Autosome	FALSE
22	ENSG00000185651.14	UBE2L3	GTEX-YFC4	34	0.451456358	0.914034099	1	-0.408271704	private_RME	Autosome	FALSE
5	ENSG00000156463.17	SH3RF2	GTEX-YFC4	19	0.451753809	0.914490985	1	0.572188608	private_RME	Autosome	FALSE
1	ENSG00000162623.15	TYW3	GTEX-YFC4	34	0.451965286	0.91458456	1	-0.207843044	private_RME	Autosome	FALSE
6	ENSG00000204560.9	DHX16	GTEX-YFC4	20	0.452092268	0.91458456	1	-0.714128157	private_RME	Autosome	FALSE
11	ENSG00000149781.12	FERMT3	GTEX-YFC4	29	0.452227269	0.91458456	1	-0.723231028	private_RME	Autosome	FALSE
11	ENSG00000255435.6	RP11-770J1.3	GTEX-YFC4	34	0.452214892	0.91458456	1	-0.794026081	private_RME	Autosome	FALSE
12	ENSG00000180116.15	C12orf40	GTEX-YFC4	14	0.452302593	0.91458456	1	-0.43150198	private_RME	Autosome	FALSE
12	ENSG00000255794.7	RMST	GTEX-YFC4	18	0.4520934	0.91458456	1	-0.26221884	private_RME	Autosome	FALSE
19	ENSG00000221946.7	FXYD7	GTEX-YFC4	20	0.452294597	0.91458456	1	-0.759602252	private_RME	Autosome	FALSE
1	ENSG00000127463.13	EMC1	GTEX-YFC4	34	0.452843307	0.914605225	1	-0.36660095	private_RME	Autosome	FALSE
2	ENSG00000115685.14	PPP1R7	GTEX-YFC4	34	0.452604077	0.914605225	1	-0.50718455	private_RME	Autosome	FALSE
4	ENSG00000168924.14	LETM1	GTEX-YFC4	34	0.452618862	0.914605225	1	-0.866394357	never_RME	Autosome	FALSE
4	ENSG00000163291.14	PAQR3	GTEX-YFC4	34	0.453174361	0.914605225	1	-0.250483057	private_RME	Autosome	FALSE
5	ENSG00000113013.12	HSPA9	GTEX-YFC4	34	0.452702696	0.914605225	1	-0.264060839	private_RME	Autosome	FALSE
10	ENSG00000148488.15	ST8SIA6	GTEX-YFC4	26	0.453108107	0.914605225	1	-0.111174961	private_RME	Autosome	FALSE
10	ENSG00000276850.4	CH17-360D5.2	GTEX-YFC4	3	0.45239796	0.914605225	1	0.110810817	private_RME	Autosome	FALSE
11	ENSG00000011405.13	PIK3C2A	GTEX-YFC4	34	0.452881937	0.914605225	1	-0.464838678	private_RME	Autosome	FALSE
12	ENSG00000184271.16	POU6F1	GTEX-YFC4	33	0.45301626	0.914605225	1	-0.509040931	private_RME	Autosome	FALSE
12	ENSG00000139343.10	SNRPF	GTEX-YFC4	32	0.453052805	0.914605225	1	-0.013348615	private_RME	Autosome	FALSE
14	ENSG00000070367.15	EXOC5	GTEX-YFC4	34	0.453040344	0.914605225	1	-0.143594135	private_RME	Autosome	FALSE
22	ENSG00000100129.17	EIF3L	GTEX-YFC4	12	0.45298637	0.914605225	1	-0.607122187	private_RME	Autosome	FALSE
17	ENSG00000172992.11	DCAKD	GTEX-YFC4	34	0.453324803	0.914763927	1	0.019549113	private_RME	Autosome	FALSE
20	ENSG00000130699.18	TAF4	GTEX-YFC4	34	0.453610448	0.915195359	1	-0.581615411	private_RME	Autosome	FALSE
2	ENSG00000163082.9	SGPP2	GTEX-YFC4	13	0.454055675	0.915948574	1	-0.286323252	private_RME	Autosome	FALSE
1	ENSG00000237491.8	RP11-206L10.9	GTEX-YFC4	32	0.454652785	0.916427505	1	-0.606439891	private_RME	Autosome	FALSE
3	ENSG00000172939.8	OXSR1	GTEX-YFC4	34	0.454619322	0.916427505	1	-0.369374498	private_RME	Autosome	FALSE
4	ENSG00000145242.13	EPHA5	GTEX-YFC4	18	0.454481028	0.916427505	1	-0.48462548	private_RME	Autosome	FALSE
8	ENSG00000066827.15	ZFAT	GTEX-YFC4	29	0.454584935	0.916427505	1	0.455793607	private_RME	Autosome	FALSE
21	ENSG00000142185.16	TRPM2	GTEX-YFC4	25	0.454589279	0.916427505	1	0.506888002	private_RME	Autosome	FALSE
2	ENSG00000082258.12	CCNT2	GTEX-YFC4	34	0.455077681	0.917138835	1	-0.538937903	private_RME	Autosome	FALSE
17	ENSG00000161970.12	RPL26	GTEX-YFC4	25	0.455613703	0.918073862	1	-0.444661989	private_RME	Autosome	FALSE
20	ENSG00000130684.13	ZNF337	GTEX-YFC4	27	0.455819015	0.918342311	1	-0.42242718	private_RME	Autosome	FALSE
3	ENSG00000283646.1	LINC02009	GTEX-YFC4	14	0.456427472	0.919132084	1	0.257961543	private_RME	Autosome	FALSE
12	ENSG00000176834.13	VSIG10	GTEX-YFC4	34	0.456367758	0.919132084	1	0.562080918	private_RME	Autosome	FALSE
19	ENSG00000166398.12	KIAA0355	GTEX-YFC4	34	0.456345115	0.919132084	1	-0.207843044	private_RME	Autosome	FALSE
4	ENSG00000072832.14	CRMP1	GTEX-YFC4	33	0.45654308	0.91919859	1	0.798075995	private_RME	Autosome	FALSE
11	ENSG00000149571.11	KIRREL3	GTEX-YFC4	29	0.456676967	0.91919859	1	0.03606485	private_RME	Autosome	FALSE
14	ENSG00000080823.22	MOK	GTEX-YFC4	33	0.45665211	0.91919859	1	0.175917074	private_RME	Autosome	FALSE
19	ENSG00000197044.10	ZNF441	GTEX-YFC4	9	0.457076492	0.919857415	1	-0.519788403	private_RME	Autosome	FALSE
10	ENSG00000226200.6	SGMS1-AS1	GTEX-YFC4	20	0.457353977	0.920270466	1	-0.580067699	private_RME	Autosome	FALSE
6	ENSG00000155085.15	AK9	GTEX-YFC4	34	0.457673187	0.92076733	1	-0.389183261	private_RME	Autosome	FALSE
1	ENSG00000276830.1	MIR6730	GTEX-YFC4	10	0.457789196	0.920855292	1	-0.730610581	private_RME	Autosome	FALSE
17	ENSG00000179761.11	PIPOX	GTEX-YFC4	18	0.458000427	0.921134739	1	-0.60813894	private_RME	Autosome	FALSE
8	ENSG00000156471.12	PTDSS1	GTEX-YFC4	33	0.45843752	0.921731978	1	-0.519788403	private_RME	Autosome	FALSE
17	ENSG00000153976.2	HS3ST3A1	GTEX-YFC4	6	0.458442092	0.921731978	1	-0.263141246	private_RME	Autosome	FALSE
14	ENSG00000119655.10	NPC2	GTEX-YFC4	11	0.459312628	0.923336527	1	-0.457990442	private_RME	Autosome	FALSE
3	ENSG00000114541.14	FRMD4B	GTEX-YFC4	27	0.459480501	0.923528258	1	-0.162599061	private_RME	Autosome	FALSE
9	ENSG00000136878.12	USP20	GTEX-YFC4	34	0.459983767	0.924393944	1	0.887536276	private_RME	Autosome	FALSE
